ID,#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,BIG5_Openness,BIG5_Conscientiousness,BIG5_Extraversion,BIG5_Agreeableness,BIG5_Neuroticism,Female,Age
1766,450c787001b004af69428e267c7a4ca1,Fucking musicians. Fuck musicians...,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,11/10/09 03:38 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.22510000000000002,0.1149,0.26739999999999997,0.0775,0.9054000000000001,0.20002005118744867,24.22042996048008
1767,450c787001b004af69428e267c7a4ca1,<3,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,12/03/09 07:43 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.38049999999999995,0.41600000000000004,0.4518,0.37189999999999995,0.5538000000000001,0.9999999927900727,22.093100998697064
1768,450c787001b004af69428e267c7a4ca1,"Now that I'm done writing, I need food...hmmm....",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,11/20/09 04:01 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.9834,0.1348,0.48310000000000003,0.804,0.4326,0.10950161585972046,7.209073711908015
1769,450c787001b004af69428e267c7a4ca1,"I did that shit with spasms, AND after 8 shots of espresso today. WHO DA MAN ?? Beauty school, here I come...right after this next Criminal Minds. <3",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,12/17/09 04:02 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.3558,0.4268,0.6015,0.37020000000000003,0.4647,0.17296972227395072,21.384844946351755
1770,450c787001b004af69428e267c7a4ca1,I have to find the superhero I use to be. I can't bring myself to believe it was just the Love of a silly boy that did it.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,12/07/09 06:16 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.6388,0.44329999999999997,0.11539999999999999,0.38299999999999995,0.9489,0.9999999999999699,23.461567005670833
1771,450c787001b004af69428e267c7a4ca1,"(Breast cancer awareness question - what colour bra are you wearing ?) No colour. I'm not a fan of bras lately. But this is a stupid FB idea. It doesn't really raise awareness unless you also say what the hell it's about !  Stupid, stupid.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/08/10 07:05 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.38049999999999995,0.20879999999999999,0.2805,0.0944,0.7774,0.9233211709436777,15.529788716089287
1772,450c787001b004af69428e267c7a4ca1,My most awesome friend just surprise-attacked me with a present of a dark chocolate bacon bar...drool. Best. Moment. Ever.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/08/10 06:48 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.7737,0.41600000000000004,0.3602,0.9882,0.4648,0.9969856573195012,26.822135983100683
1773,450c787001b004af69428e267c7a4ca1,"Again, my company and night are ruined by some physical ailment of mine. I am fucking tired of it.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/09/10 06:19 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.6256,0.3674,0.7240000000000001,0.37060000000000004,0.8599,0.3865415466376107,24.596453020692277
1774,450c787001b004af69428e267c7a4ca1,"Wow, fresh air. Crazy. Good day sunshine, you're my favourite star.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,12/15/09 05:58 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.6526000000000001,0.5495,0.9833,0.9858,0.010700000000000001,0.8660657340635743,25.242219855424523
1775,450c787001b004af69428e267c7a4ca1,"Okay, sleep. Dreaming of bacon and dark chocolate. mmmm....",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/08/10 07:06 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.9834,0.2937,0.025699999999999997,0.8951,0.8576,0.9999999999999699,28.33279901062352
1776,450c787001b004af69428e267c7a4ca1,"To be something I am not...that is what I'll be when I grow up. God, it'll be stunning.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,12/15/09 06:13 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.3354,0.3289,0.3475,0.7226,0.3423,0.012533235053592518,12.501479994661302
1777,450c787001b004af69428e267c7a4ca1,Okay. Maybe not sleep.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,09/08/09 06:02 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.8948999999999999,0.4061,0.042199999999999994,0.5271,0.9515,0.7529360294925952,29.228313975294597
1778,450c787001b004af69428e267c7a4ca1,Pain is a bitch.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/21/10 09:31 PM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.024700000000000003,0.057999999999999996,0.1176,0.0067,0.9981,0.9999999999999699,25.619751306770034
1779,450c787001b004af69428e267c7a4ca1,Got called in to work tomorrow. At least I don't have to run groups. Bed early tonight.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/08/10 03:37 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.11779999999999999,0.7916,0.703,0.5142,0.32770000000000005,2.9827112060419516E-4,35.3254376535341
1780,450c787001b004af69428e267c7a4ca1,"Wow been a tiring and painful day. Gonna set up a movie and try to relax. Love to all of my beautiful friends and family for the support and awesomeness of who they are. And a high five to my Surgeon who is THE man and gives me hope of having a less painful life. <3 you all. You make me happy, yes YOU.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/30/10 07:41 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.7865000000000001,0.6801,0.7323000000000001,0.6385000000000001,0.3336,5.551813968132153E-4,47.67480124328258
1781,450c787001b004af69428e267c7a4ca1,"My most Awesome Surgeon says I can try walking today and if all goes well, I can work tomorrow !! YAY !! I'm gonna need the money if I wanna try and quit this job to focus on my other jobs//opportunities. Wish me luck on the walking ! I'll report back.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,02/01/10 01:08 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.6673,0.6801,0.6522,0.6258,0.2343,0.042327767612331674,6.865988467844766
1782,450c787001b004af69428e267c7a4ca1,Just ate a nice happy cow filet with red wine reduction. Wish my feet weren't throbbing so I could really cook !! Tomorrow we shall throw down...my 12-in skillet and me.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,11/02/09 04:29 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.6256,0.4524,0.36869999999999997,0.777,0.55,0.9999999999754623,29.798391323306966
1783,450c787001b004af69428e267c7a4ca1,Having surgery today. I can't wait to be in hospital. I'm not a big fan of surgery. But hospitals feel like home to me. Calming in the chaos.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,01/29/10 06:20 PM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.4914,0.6665000000000001,0.4738,0.7226,0.5708,0.8065604894909071,78.87985527352627
1784,450c787001b004af69428e267c7a4ca1,Reading an amazing book called Stranger in a Strange Land. Now I'm listening to Loveline and trying to rest for the god-aweful full day tomorrow.,2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,10/16/09 06:30 AM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.9834,0.6944,0.9076000000000001,0.8808,0.1367,0.0060290307911612774,27.802344945709986
1785,450c787001b004af69428e267c7a4ca1,"Off to a training, not back til Sunday. So tired. So in pain. Starbucks will make it all better, I know it !",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,02/18/10 04:27 PM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.4772,0.7916,0.2731,0.7927,0.7748,0.9958779911308335,24.479769548333703
1786,450c787001b004af69428e267c7a4ca1,"Last day at work. I caught myself laughing at something horrific last night. Laughter is how I cope, but...I can't wait to laugh at happy things again.",2.30,3.50,4.50,2.85,4.50,n,y,y,n,y,02/17/10 05:07 PM,297,41728.8,95.58,0.03,42826,0.49,0.17,0.3558,0.8881,0.2804,0.9518000000000001,0.3385,0.9999974875448077,15.986809439950374
1787,d7f1da35557607089ee2e3a707ce4a4a,why are my clothes disappearing!!!! =(,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,09/12/09 11:13 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.5656,0.4156,0.4139,0.38299999999999995,0.7748,0.9999999951907484,20.559572924328176
1788,d7f1da35557607089ee2e3a707ce4a4a,ewwwww! grossssssssssssss leave me aloneee. disgustingg.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/05/09 08:53 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.47700000000000004,0.7456,0.586,0.2069,0.9723999999999999,0.999999999996763,17.33570656980391
1789,d7f1da35557607089ee2e3a707ce4a4a,had a great time yesterday! it was nice seeing everyone <33,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,06/21/09 08:12 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.0023,0.9804999999999999,0.0412,0.2529,0.005,4.374801327770195E-5,66.22196882841736
1790,d7f1da35557607089ee2e3a707ce4a4a,is in Italyyyyy,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,06/30/09 01:36 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.4772,0.431,0.4518,0.3937,0.5499,0.6783692984469377,26.117990422048194
1791,d7f1da35557607089ee2e3a707ce4a4a,has a lot of bug bites in Italy =(,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,07/08/09 06:58 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.7070000000000001,0.3194,0.1137,0.1697,0.5414,0.9999959729027259,11.429617096672446
1792,d7f1da35557607089ee2e3a707ce4a4a,has period cramps. =(,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,08/21/09 06:21 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.3812,0.4268,0.3602,0.39390000000000003,0.5605,0.9477661544006291,20.913692121374677
1793,d7f1da35557607089ee2e3a707ce4a4a,is coming back to America sooon =),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,07/20/09 08:27 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.3532,0.9804,0.26739999999999997,0.0335,0.005,0.005105286789463954,39.07026441818994
1794,d7f1da35557607089ee2e3a707ce4a4a,hahaaaahahahahahaaaahahahahahahahhhaahhahahahahahahahhahahahahhahahahahahhahahahahhahaha.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,09/27/09 11:38 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.4772,0.431,0.4518,0.3937,0.5499,0.6783692984469377,26.117990422048194
1795,d7f1da35557607089ee2e3a707ce4a4a,shame on me. raetjgliajgtjajgaijglajweglkjajga,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/03/09 05:02 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.4929,0.4064,0.46799999999999997,0.3096,0.4412,0.07162975050360619,9.728383119387388
1796,d7f1da35557607089ee2e3a707ce4a4a,needs a big hug,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/13/09 07:17 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.6188,0.8887,0.9833,0.9022,0.005,0.552098381937056,100.0
1797,d7f1da35557607089ee2e3a707ce4a4a,changed her status. happpy?,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,08/23/09 05:37 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.29510000000000003,0.41119999999999995,0.1219,0.5063,0.8382,0.25232783337284787,21.684327184567227
1798,d7f1da35557607089ee2e3a707ce4a4a,ewwwwwwwwwwwwwwwwwwwwwww!!!!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/02/09 04:50 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.4715,0.431,0.4639,0.4388,0.5418999999999999,0.6781337298328017,25.929781583668746
1799,d7f1da35557607089ee2e3a707ce4a4a,METEOR SHOWER TONIGHT! FML!!!!!!!!!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/21/09 05:46 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.4917,0.4524,0.8297,0.5398,0.5413,0.014093420361702526,18.981989267906027
1800,d7f1da35557607089ee2e3a707ce4a4a,happy birthday *PROPNAME*! Mommy loves you veryyyy much<3,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/22/09 07:36 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.24780000000000002,0.41969999999999996,0.6992,0.5063,0.9515,0.9999999999999699,7.252484265568464
1801,d7f1da35557607089ee2e3a707ce4a4a,"Boys are like buses, miss one, next one coming!",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/20/09 02:47 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.1572,0.5596,0.9606,0.2532,0.5700999999999999,0.999999999914214,23.790677061182542
1802,d7f1da35557607089ee2e3a707ce4a4a,im getting pimples! whyyyyyyyy =(,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/09/09 06:50 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.3558,0.253,0.4704,0.0775,0.55,0.9237918405317581,15.476516763218754
1803,d7f1da35557607089ee2e3a707ce4a4a,i just got home from school and my flies were unzipp the whole time. oops?,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/04/09 03:44 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.005699999999999999,0.7034,0.36869999999999997,0.16329999999999997,0.005,0.02579718389779284,27.264088017556354
1804,d7f1da35557607089ee2e3a707ce4a4a,i'm going to break my record!!!!!!!!!!!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/09/09 08:26 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.9834,0.1889,0.7323000000000001,0.9521999999999999,0.4371,0.6317236569588047,13.581365010782703
1805,d7f1da35557607089ee2e3a707ce4a4a,I sometimes think that some *PROPNAME* bikers are just ASKING to get hit by my car!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/10/09 08:26 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.0919,0.4445,0.3682,0.7765000000000001,0.005,0.7140362727181294,27.315018633907926
1806,d7f1da35557607089ee2e3a707ce4a4a,i can't motherfucking fall asleep.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/23/09 09:24 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.0909,0.3119,0.36939999999999995,0.9616,0.054299999999999994,0.9756972728497232,16.81102078181457
1807,d7f1da35557607089ee2e3a707ce4a4a,who does that motherfucker think he is!!! ajkjsgksjgewl,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/11/09 04:24 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.5003,0.3019,0.256,0.2532,0.6189,0.45692663801748024,20.966064785016627
1808,d7f1da35557607089ee2e3a707ce4a4a,gloomy cold weather today. I kinda like it. :),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/12/09 09:18 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.465,0.43810000000000004,0.7114,0.9738,0.5499,0.9999999999972778,71.09741102247331
1809,d7f1da35557607089ee2e3a707ce4a4a,"before this quarter ends, i will definitely not break my record...ahahahhaha Just for YOU *PROPNAME*.",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/13/09 03:32 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.4917,0.4522,0.5895,0.892,0.3336,3.078166553660028E-4,17.662941426158774
1810,d7f1da35557607089ee2e3a707ce4a4a,omg. SHOOT ME.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/22/09 04:53 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.3436,0.1346,0.6011,0.2421,0.1267,0.18183070216729066,4.748529868045641
1811,d7f1da35557607089ee2e3a707ce4a4a,"so my fortune cookie told me ""You and your wife will be happy in your life together"" MY WIFE? I always thought I'd be married to a guy? FML!",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,10/17/09 03:16 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.4929,0.3064,0.7128,0.2069,0.6189,3.6312144894069825E-4,42.23641907635647
1812,d7f1da35557607089ee2e3a707ce4a4a,mmmm beeen feeling quite happpy =)))),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,12/07/09 01:11 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.9834,0.40630000000000005,0.46799999999999997,0.6259,0.9981,0.9999999996969686,13.592809040841749
1813,d7f1da35557607089ee2e3a707ce4a4a,last night was. LOL.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,12/20/09 06:07 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.8326,0.3283,0.9833,0.6559,0.38530000000000003,0.9305328587456508,12.826129026821128
1814,d7f1da35557607089ee2e3a707ce4a4a,"SO ugly and tired looking from finalsss, but I'm DONEEE =)",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,12/09/09 02:31 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.6503,0.09210000000000002,0.25980000000000003,0.6265999999999999,0.8986,0.9999999999814057,10.331371126150996
1815,d7f1da35557607089ee2e3a707ce4a4a,You are the fucking BEST. =),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,11/18/09 08:35 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.24739999999999998,0.2021,0.28059999999999996,0.16920000000000002,0.8105,0.8890211659535417,19.404197358377093
1816,d7f1da35557607089ee2e3a707ce4a4a,sold back my school books for $138.75! =),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,12/11/09 07:35 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.2547,0.7916,0.4799,0.15869999999999998,0.011699999999999999,0.7100776612448693,15.294154208765745
1817,d7f1da35557607089ee2e3a707ce4a4a,the weather is SOOO AWESOME!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,01/20/10 07:19 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.8901,0.44329999999999997,0.9833,0.9858,0.0342,0.9607328736120021,51.99137030271105
1818,d7f1da35557607089ee2e3a707ce4a4a,i hate phillip shing bing long bong shalong ma!,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,01/19/10 08:03 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.0827,0.32899999999999996,0.0766,0.1515,0.9519,0.9999811503032116,10.854914446966838
1819,d7f1da35557607089ee2e3a707ce4a4a,sooo many sidedishes like korean food.,4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,01/22/10 06:02 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.0909,0.3019,0.3592,0.4388,0.4436,0.9999995814668997,41.076975517431634
1820,d7f1da35557607089ee2e3a707ce4a4a,"a Lion will never cheat on his wife, only a Tiger Wood. LOL.",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,01/23/10 08:45 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.6188,0.3674,0.46909999999999996,0.24600000000000002,0.7613,4.075177223952871E-6,56.733699226924436
1821,d7f1da35557607089ee2e3a707ce4a4a,"every KISS begins with a ""K"" every UGLY begins with a ""U""",4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,02/03/10 02:26 AM,535,133010,93.46,0.02,139855,0.49,0.15,0.49439999999999995,0.41119999999999995,0.6051,0.4388,0.5664,0.9554258262771028,23.305725089004763
1822,d7f1da35557607089ee2e3a707ce4a4a,nothing gives you a better night sleep than nyquil =),4.50,2.75,2.50,3.50,4.25,y,n,n,y,y,09/28/09 06:47 PM,535,133010,93.46,0.02,139855,0.49,0.15,0.8859999999999999,0.4445,0.8342,0.7818,0.8105,0.7727797265008636,14.437515990324606
1823,4cac659f923d6f3b4605f38477a04458,I have no water right now. WHY,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,09/18/09 05:08 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.5656,0.4064,0.6015,0.6386,0.3181,0.0023113284455913066,12.817057216075362
1824,4cac659f923d6f3b4605f38477a04458,Ecco la marcia ...la marcia marcia arcia cia a...,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/23/09 07:10 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.49439999999999995,0.44270000000000004,0.4582,0.3552,0.5413,0.06777345772063752,24.916872962945558
1825,4cac659f923d6f3b4605f38477a04458,just watched Der Rosenkavalier for the first time OH MY GOD,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/30/09 01:29 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.0091,0.6839,0.2231,0.4929,0.12369999999999999,0.01653063205565737,12.285156850491004
1826,4cac659f923d6f3b4605f38477a04458,*PROPNAME*... D: *PROPNAME* too?,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/25/09 10:53 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.47700000000000004,0.43060000000000004,0.4515,0.3937,0.5499,0.7755383619919031,26.341247001471416
1827,4cac659f923d6f3b4605f38477a04458,ITURBI,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/20/09 07:26 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.4772,0.431,0.4518,0.3937,0.5499,0.6783692984469377,26.117990422048194
1828,4cac659f923d6f3b4605f38477a04458,"*PROPNAME*, it's like you aimed just left of funny.",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/23/09 07:38 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.6313,0.253,0.2716,0.38439999999999996,0.2119,0.29752572978172664,19.051587468939882
1829,4cac659f923d6f3b4605f38477a04458,saw Corialanus at the Globe today. Now where's Dido?,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/10/09 06:46 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.1558,0.6665000000000001,0.344,0.7879,0.8538,0.9542665647767208,39.542629965871264
1830,4cac659f923d6f3b4605f38477a04458,anyone know of a good recording of L'elisir D'amore? Everything I've listened to so far has been sort of crap crap crap UNA FURTIVA LAGRIMA crap crap crap crap crap. I know it's the hit song but god is there a recording that's good as a whole unit anywher,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/23/09 06:34 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.9834,0.0373,0.46909999999999996,0.2614,0.4282,3.369175717214991E-4,1.0
1831,4cac659f923d6f3b4605f38477a04458,Finished Steppenwolf. Not for everybody.,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/28/09 01:01 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.6452,0.3283,0.2631,0.39390000000000003,0.6664,0.9378294461497837,9.416041791444703
1832,4cac659f923d6f3b4605f38477a04458,"just watched *PROPNAME* as *PROPNAME*, something that has forced me to revise my previous low opinion of him. It was great! Right up there with Philip Langridge and *PROPNAME*, which I understand is weird to say seeing as he came first of all. But sti",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/06/09 04:26 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.6606000000000001,0.3674,0.1906,0.4836,0.6707,0.08326346837686353,19.07115760257718
1833,4cac659f923d6f3b4605f38477a04458,1. On campus housing TOO EXPENSIVE. 2. There is no fat or sugar in this house how is life possible. 3. So many stupid looking dogs SO MANY STUPID LOOKING DOGS,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,06/26/09 05:38 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.29510000000000003,0.3061,0.3592,0.1093,0.6831999999999999,0.9999999501884788,25.747115547612008
1834,4cac659f923d6f3b4605f38477a04458,"oh huh, this is 4th of July weekend coming up? Probably not the best time to try coming up...",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/01/09 01:18 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.047400000000000005,0.8923000000000001,0.7073999999999999,0.37060000000000004,0.0132,0.6106027195672421,45.55701546382909
1835,4cac659f923d6f3b4605f38477a04458,"""*PROPNAME* Teaches Trying?"" *PROPNAME*, sometimes in your ceaseless effort to provide a slightly more depressing take on various topics, you come up with a bit of a stretch.",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/25/09 04:55 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.5656,0.431,0.376,0.4388,0.6189,0.810256894106976,27.910995260313687
1836,4cac659f923d6f3b4605f38477a04458,"Hi Chicago, what's up",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/18/09 03:10 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.15960000000000002,0.44270000000000004,0.0824,0.6533,0.7551000000000001,1.5580624759581256E-4,24.018627324969923
1837,4cac659f923d6f3b4605f38477a04458,"just saw Thirst. It was dark when I got out, and I was by myself, so I jogged part of the way home. Hell if I know why...scary wouldn't really be the word for that movie I don't think...",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/24/09 03:36 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.5069,0.18539999999999998,0.1316,0.0933,0.7613,0.023858684816884183,21.318307629219863
1838,4cac659f923d6f3b4605f38477a04458,well that didn't work,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/15/09 06:59 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.0134,0.253,0.0076,0.0529,0.005,0.8945195773460741,38.30862406974074
1839,4cac659f923d6f3b4605f38477a04458,"Oh right, there is a diction exam tomorrow. Huh.",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/26/09 05:43 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.3354,0.6269,0.7139,0.789,0.755,0.9999826808994393,1.0
1840,4cac659f923d6f3b4605f38477a04458,"*PROPNAME* more convincing as the king than *PROPNAME*? Wow... I mean he's good and all, but I sure know one source of reviews to ignore now",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/01/09 08:46 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.465,0.43329999999999996,0.7169,0.36619999999999997,0.3336,4.280006737108364E-4,43.35702871916608
1841,4cac659f923d6f3b4605f38477a04458,"Wow, *PROPNAME* was very small.",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/25/09 10:04 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.4929,0.5597,0.9606,0.6559,0.1054,3.5387730529785725E-4,51.26270233810493
1842,4cac659f923d6f3b4605f38477a04458,"Hahahha Mad Men. ""You can't sing."" ""Take that back...I quit the Tigertones because I had mono."" ""I am so high right now."" hahaahaha",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,09/01/09 11:59 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.5058,0.5440999999999999,0.2532,0.2421,0.4371,0.30182720572512717,28.287229338034358
1843,4cac659f923d6f3b4605f38477a04458,"after months of failure, I am going to try to come up to LA for a day before everybody disappears. I'm thinking this Friday?",2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,08/12/09 12:30 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.47950000000000004,0.54,0.4639,0.5271,0.6789000000000001,0.990836778022615,25.940195875762605
1844,4cac659f923d6f3b4605f38477a04458,Novelists sure don't like the suburbs,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,07/30/09 02:58 PM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.0484,0.0659,0.5307,0.022799999999999997,0.9754999999999999,0.9999996122680754,20.584700499612982
1845,4cac659f923d6f3b4605f38477a04458,Dead Like Me is such a fun concept executed so...disappointingly.,2.80,3.15,3.65,3.45,4.35,n,y,y,n,y,09/21/09 06:14 AM,340,53444.2,93.29,0.03,55628,0.49,0.26,0.7922,0.0374,0.0412,0.26940000000000003,0.465,2.0046511877885905E-4,8.758007841708572
